class	url	experimental	unstable	obsolete	deprecated	description
WebGLFramebuffer	/en-US/docs/Web/API/WebGLFramebuffer	false	false	false	false	The WebGLFramebuffer interface is part of the WebGL API and represents a collection of buffers that serve as a rendering destination.
WebGLProgram	/en-US/docs/Web/API/WebGLProgram	false	false	false	false	The WebGLProgram is part of the WebGL API and is a combination of two compiled WebGLShaders consisting of a vertex shader and a fragment shader (both written in GLSL).
WebGLQuery	/en-US/docs/Web/API/WebGLQuery	true	false	false	false	The WebGLQuery interface is part of the WebGL 2 API and provides ways to asynchronously query for information. By default, occlusion queries and primitive queries are available.
WebGLRenderbuffer	/en-US/docs/Web/API/WebGLRenderbuffer	false	false	false	false	The WebGLRenderbuffer interface is part of the WebGL API and represents a buffer that can contain an image, or can be source or target of an rendering operation.
WebGLRenderingContext	/en-US/docs/Web/API/WebGLRenderingContext	false	false	false	false	The WebGLRenderingContext interface provides an interface to the OpenGL ES 2.0 graphics rendering context for the drawing surface of an HTML <canvas> element.
WebGLSampler	/en-US/docs/Web/API/WebGLSampler	true	false	false	false	The WebGLSampler interface is part of the WebGL 2 API and stores sampling parameters for WebGLTexture access inside of a shader.
WebGLShader	/en-US/docs/Web/API/WebGLShader	false	false	false	false	The WebGLShader is part of the WebGL API and can either be a vertex or a fragment shader. A WebGLProgram requires both types of shaders.
WebGLShaderPrecisionFormat	/en-US/docs/Web/API/WebGLShaderPrecisionFormat	false	false	false	false	The WebGLShaderPrecisionFormat interface is part of the WebGL API and represents the information returned by calling the WebGLRenderingContext.getShaderPrecisionFormat() method.
WebGLSync	/en-US/docs/Web/API/WebGLSync	true	false	false	false	The WebGLSync interface is part of the WebGL 2 API and is used to synchronize activities between the GPU and the application.
WebGLTexture	/en-US/docs/Web/API/WebGLTexture	false	false	false	false	The WebGLTexture interface is part of the WebGL API and represents an opaque texture object providing storage and state for texturing operations.
WebGLTransformFeedback	/en-US/docs/Web/API/WebGLTransformFeedback	false	false	false	false	The WebGLTransformFeedback interface is part of the WebGL 2 API and enables transform feedback, which is the process of capturing primitives generated by vertex processing. It allows to preserve the post-transform rendering state of an object and resubmit this data multiple times.
WebGLUniformLocation	/en-US/docs/Web/API/WebGLUniformLocation	false	false	false	false	The WebGLUniformLocation interface is part of the WebGL API and represents the location of a uniform variable in a shader program.
WebGLVertexArrayObject	/en-US/docs/Web/API/WebGLVertexArrayObject	false	false	false	false	The WebGLVertexArrayObject interface is part of the WebGL 2 API, represents vertex array objects (VAOs) pointing to vertex array data, and provides names for different sets of vertex data.
WebSocket	/en-US/docs/Web/API/WebSocket	false	false	false	false	The WebSocket object provides the API for creating and managing a WebSocket connection to a server, as well as for sending and receiving data on the connection.
WheelEvent	/en-US/docs/Web/API/WheelEvent	false	false	false	false	The WheelEvent interface represents events that occur due to the user moving a mouse wheel or similar input device.
Window	/en-US/docs/Web/API/Window	false	false	false	false	The Window interface represents a window containing a DOM document; the document property points to the DOM document loaded in that window.
WindowClient	/en-US/docs/Web/API/WindowClient	true	false	false	false	The WindowClient interface of the ServiceWorker API represents the scope of a service worker client that is a document in a browsing context, controlled by an active worker. The service worker client independently selects and uses a service worker for its own loading and sub-resources.
WindowEventHandlers	/en-US/docs/Web/API/WindowEventHandlers	false	false	false	false	The WindowEventHandlers mixin describes the event handlers common to several interfaces like Window, or HTMLBodyElement and HTMLFrameSetElement. Each of these interfaces can implement additional specific event handlers.
WindowOrWorkerGlobalScope	/en-US/docs/Web/API/WindowOrWorkerGlobalScope	false	false	false	false	The WindowOrWorkerGlobalScope mixin describes several features common to the Window and WorkerGlobalScope interfaces.
Worker	/en-US/docs/Web/API/Worker	false	false	false	false	The Worker interface of the Web Workers API represents a background task that can be created via script, which can send messages back to its creator.
WorkerGlobalScope	/en-US/docs/Web/API/WorkerGlobalScope	false	false	false	false	The WorkerGlobalScope interface of the Web Workers API is an interface representing the scope of any worker. Workers have no browsing context; this scope contains the information usually conveyed by Window objects — in this case event handlers, the console or the associated WorkerNavigator object. Each WorkerGlobalScope has its own event loop.
WorkerLocation	/en-US/docs/Web/API/WorkerLocation	false	false	false	false	The WorkerLocation interface defines the absolute location of the script executed by the Worker. Such an object is initialized for each worker and is available via the WorkerGlobalScope.location property obtained by calling self.location.
WorkerNavigator	/en-US/docs/Web/API/WorkerNavigator	false	false	false	false	The WorkerNavigator interface represents a subset of the Navigator interface allowed to be accessed from a Worker. Such an object is initialized for each worker and is available via the WorkerGlobalScope.navigator property obtained by calling window.self.navigator.
Worklet	/en-US/docs/Web/API/Worklet	false	false	false	false	The Worklet interface is a lightweight version of Web Workers and gives developers access to low-level parts of the rendering pipeline.
WritableStream	/en-US/docs/Web/API/WritableStream	true	false	false	false	The WritableStream interface of the the Streams API provides a standard abstraction for writing streaming data to a destination, known as a sink. This object comes with built-in backpressure and queuing.
WritableStreamDefaultController	/en-US/docs/Web/API/WritableStreamDefaultController	true	false	false	false	The WritableStreamDefaultController interface of the the Streams API represents a controller allowing control of a WritableStream's state. When constructing a WritableStream, the underlying sink is given a corresponding WritableStreamDefaultController instance to manipulate.
WritableStreamDefaultWriter	/en-US/docs/Web/API/WritableStreamDefaultWriter	true	false	false	false	The WritableStreamDefaultWriter interface of the the Streams API is the object returned by WritableStream.getWriter() and once created locks the writer to the WritableStream ensuring that no other streams can write to the underlying sink.
XDomainRequest	/en-US/docs/Web/API/XDomainRequest	false	false	true	false	XDomainRequest is an implementation of HTTP access control (CORS) that worked in Internet Explorer 8 and 9. It was removed in Internet Explorer 10 in favor of using XMLHttpRequest with proper CORS; if you are targeting Internet Explorer 10 or later, or wish to support any other browser, you need to use standard HTTP access control.
XMLDocument	/en-US/docs/Web/API/XMLDocument	false	false	false	false	The XMLDocument interface represents an XML document. It inherits from the generic Document and does not add any specific methods or properties to it: nevertheless, several algorithms behave differently with the two types of documents.
XMLHttpRequest	/en-US/docs/Web/API/XMLHttpRequest	false	false	false	false	XMLHttpRequest (XHR) objects are used to interact with servers. You can retrieve data from a URL without having to do a full page refresh. This enables a Web page to update just part of a page without disrupting what the user is doing.
